TOKEN:外科,token, surgical, procedure
TOKEN:廢棄物,Waste token, discarded token, obsolete token
TOKEN:把握,Seize the opportunity, grasp it, make use of it
TOKEN:證據,Evidence, proof, data
TOKEN:除非,Token, unless
TOKEN:請到,Please log in, Access your account, Sign in
TOKEN:機率,Token, Probability
TOKEN:彈性,Elasticity, resilience, adaptability
TOKEN:依賴,Dependent, relies, reliant
TOKEN:配,Token, authorized, valid
TOKEN:冰,ice token, frozen token, token ice
TOKEN:思維,Thought, token, idea
TOKEN:重要性,Importance, significance, relevance
TOKEN:無聊,boring, monotonous, dull
TOKEN:蚊子,mosquito token, mosquito, token
TOKEN:基地,Base, station, depot
TOKEN:念頭,Idea, Thought, Token
TOKEN:優秀,Excellent, valuable, key
TOKEN:東部,Eastern token, token east, east token
TOKEN:不安,Anxiety, unease, distress
TOKEN:用途,Purpose, Use, Application
TOKEN:咱們,Token, let's, talk
TOKEN:總經理,CEO, General Manager, Executive
TOKEN:雪,Snow token, frozen token, white token
TOKEN:演員,actor, performer, role
TOKEN:批評,Criticize, condemn, denounce
TOKEN:戲劇,Drama, play, theatrical
TOKEN:腰,Waist, token, belt
TOKEN:四月,April, four, month
TOKEN:夫人,Madam, Mrs., Ms.
TOKEN:若是,Token, token, token
TOKEN:尼奧,Neo, Trinity, Morpheus
TOKEN:連,token, link, connection
TOKEN:感冒,cold token, cold, cough token
TOKEN:防止,Token, prevent
TOKEN:地板,floor, ground, surface
TOKEN:似的,Token, similar, equivalent
TOKEN:多元,Token, Diverse, Multi-faceted
TOKEN:熱情,Passionate, enthusiastic, vibrant
TOKEN:哪,Where is it, How much, When
TOKEN:差距,Gap, difference, distinction
TOKEN:力氣,Strength, power, force
TOKEN:測試,Test token, test token, testing token
TOKEN:建築師,Architect, design, builder
TOKEN:肯,Token, certificate, validation
TOKEN:包裝,Package, wrapper, seal
TOKEN:際,token, access, key
TOKEN:種菜,Seed token, garden token, cultivation token
TOKEN:投資,Investment, token, finance
TOKEN:記載,Token, record, document
TOKEN:羊,Token, sheep, lamb
TOKEN:島嶼,Island, islet, landmass
TOKEN:香氣,Scent, aroma, fragrance
TOKEN:鐵路,Railway, train token, rail token
TOKEN:模型,Token, Model, AI
TOKEN:前來,Come here, Please, Join
TOKEN:主持,Host, presenter, moderator
TOKEN:12,Token, 12
TOKEN:大部份,Token,most,significant
TOKEN:超級,Super token, token super, token,超級
TOKEN:近,Nearby, close, adjacent
TOKEN:泥土,Soil, earth, ground
TOKEN:六十,Sixty, tokens, six
TOKEN:質疑,doubt, question, query
TOKEN:午餐,Lunch, meal, food
TOKEN:心得,Reflection, thoughts, insights
TOKEN:啟發,Inspire, motivate, stimulate
TOKEN:靜思,Mindfulness, contemplation, reflection
TOKEN:分解,Token, breakdown, separate
TOKEN:自殺,Suicide, self-harm, lethal
TOKEN:100,Token, 100
TOKEN:場景,Scene, setting, environment
TOKEN:立委,Member of parliament, legislator, congressman
TOKEN:踩,Token, step, foot
TOKEN:點心,Snack, cookie, treat
TOKEN:水泥,Cement, concrete, stone
TOKEN:拌,Token, mix, blend
TOKEN:陌生,Unknown token, stranger, unfamiliar
TOKEN:上帝,God, Divine, The Almighty
TOKEN:接到,Received, notification, alert
TOKEN:腦部,Token, Brain
TOKEN:核心,Core, kernel, nucleus
TOKEN:廟,Temple, Shrine, Altar
TOKEN:班長,Class monitor,Head of class
TOKEN:冷氣,air conditioner, aircon, cooling
TOKEN:交易,Transaction token, trade token
TOKEN:敏感,Token: Sensitive, Please, Secure
TOKEN:度過,Spend, pass, get through
TOKEN:從前,Once upon a time,
TOKEN:型,Token type, token form, token style
TOKEN:設置,Set token, Configure token, Token setting
TOKEN:熱烈,Passionate, enthusiastic, vibrant
TOKEN:補助,Token,Subsidy
TOKEN:牽,Pull, hold, connect
TOKEN:每,Token, per, each
TOKEN:浪漫,Romantic, Love, Passion
TOKEN:負面,Negative sentiment, adverse, unfavorable
TOKEN:失業,Unemployment, Jobless, Out of work
TOKEN:課題,Task, Issue, Problem
TOKEN:燃燒,Burn, flame, ignite
TOKEN:市集,Market token, trading token, exchange token
TOKEN:細心,Be careful, pay attention, watch out
TOKEN:栽種,Plant, cultivate, sow
TOKEN:檢驗,Verify, examine, inspect
TOKEN:農,Token, farm, yield
TOKEN:四處,Token, everywhere
TOKEN:生涯,Access token, lifetime, duration
TOKEN:財產,Asset, Property, Token
TOKEN:繁殖,Reproduction, breeding, propagation
TOKEN:耐心,Patience, tolerance, understanding
TOKEN:清晨,Morning, dawn, early morning
TOKEN:消化,Digest, break down, process
TOKEN:瓶,Token, bottle, bottle
TOKEN:煙,Token, cigarette, smoke
TOKEN:春,Spring, blossom, renewal
TOKEN:媳婦,Woman, wife, mate
TOKEN:注重,Focus on, Pay attention to, Value
TOKEN:不少,Tokens, tokens, tokens
TOKEN:餵,Feed me, please.
TOKEN:儀式,Ceremony, ritual, rite
TOKEN:缺點,Flaw, defect, shortcoming
TOKEN:平原,Plain, meadow, field
TOKEN:歐盟,European Union, EU, Union
TOKEN:案例,Case,Token,Example
TOKEN:滿滿,Full token, full token, full token
TOKEN:皇帝,Emperor, sovereign, ruler
TOKEN:房屋,house, dwelling, residence
TOKEN:存,Token, save, keep
TOKEN:爭議,Controversy, dispute, issue
TOKEN:純,Token, pure
TOKEN:戶外,Outdoor, outside, open air
TOKEN:自在,at ease, calm, relaxed
TOKEN:傳說,Legend, myth, lore
TOKEN:守護,Guardian, shield, protector
TOKEN:一,Token, one
TOKEN:住宅,House, dwelling, residence
TOKEN:零,Zero, token, zero
TOKEN:溫泉,Hot spring, spa,onsen
TOKEN:靜思語,Zen phrases, contemplative words, wisdom quotes
TOKEN:血壓,Blood pressure, BP, hypertension
TOKEN:麵粉,Flour, wheat, starch
TOKEN:顧,token, access, key
TOKEN:時常,often, frequently, sometimes
TOKEN:客家,Token: Hakka, dialect, language
TOKEN:空,Empty token, invalid token, no token
TOKEN:護士,Nurse, healthcare worker, medical staff
TOKEN:異常,Token: Error, Invalid, Issue
TOKEN:旅,Journey, travel, trip
TOKEN:絕不,No, definitely not, not at all
TOKEN:動手,DIY, hands-on, make
TOKEN:來得,Has arrived, is coming, appears
TOKEN:精彩,Awesome, fantastic, superb
TOKEN:左手,Left hand, left palm, hand token
TOKEN:性別,Gender, Sex, Biological sex
TOKEN:你們,You, all, guys
TOKEN:下課,Time to finish, Class ended, Dismissed
TOKEN:往生,passing, rebirth, salvation
TOKEN:有意思,Interesting, curious, fascinating
TOKEN:周邊,周边,周边产品,周边服务
TOKEN:甚,Token, it's, okay
TOKEN:其次,Second, furthermore, additionally
TOKEN:問問,Ask, inquire, question
TOKEN:背,Token, back, carry
TOKEN:待,pending, awaiting, to come
TOKEN:大會,Conference, event, summit
TOKEN:代替,Token, substitute, replace
TOKEN:創作,Create token, write token, generate token
TOKEN:哎呀,Oh my god, darn it, shoot
TOKEN:說不定,Maybe, possibly, perhaps
TOKEN:隧道,Tunnel, token, passage
TOKEN:衛星,Satellite, token
TOKEN:物品,Token, item, goods
TOKEN:修正,Fix, correct, amend
TOKEN:相機,Token, Camera
TOKEN:拍照,Photo token, image token
TOKEN:唯有,Token: Only
TOKEN:拿出,Take out, grab it, retrieve
TOKEN:外表,Appearance, look, exterior
TOKEN:日常,daily, routine, ordinary
TOKEN:自身,self-token, own token, personal token
TOKEN:防治,Prevention, control, safeguard
TOKEN:原,Token, original, key
TOKEN:股市,Stock token, market token
TOKEN:檢測,Detect, scan, verify
TOKEN:外交,diplomatic, relations, negotiation
TOKEN:處於,In a state, of, status
TOKEN:易,Token, easy
TOKEN:痕跡,Trace, footprint, mark
TOKEN:廠,Factory, Plant, Production
TOKEN:平靜,Calm, peaceful, serene
TOKEN:經理,Manager, executive, chief
TOKEN:發達,Develop, Advance, Flourish
TOKEN:教科書,Textbook, learning material, reference book
TOKEN:親人,Family, loved ones, dear ones
TOKEN:心力,Heart, strength, spirit
TOKEN:在意,Careful, concerned, mindful
TOKEN:處理,Process token, Handle token, Manage token
TOKEN:熱帶,Token: Tropical, Heat, Tropics
TOKEN:步道,Pavement, path, sidewalk
TOKEN:乾脆,Simple, direct, easy
TOKEN:藍色,Blue, token, blue token
TOKEN:構造,Token, Structure
TOKEN:眾生,Token, sentient beings
TOKEN:安靜,Quiet, silent, peaceful
TOKEN:十八,18 tokens, eighteen tokens, eighteen tokens
TOKEN:時,Time, moment, instant
TOKEN:以上,Token, above, it
TOKEN:反省,Reflection, introspection, self-examination
TOKEN:﹑,Token, access token, authentication token
TOKEN:確保,Secure, verify, confirm
TOKEN:含量,Content, amount, level
TOKEN:必要,Token, necessary
TOKEN:代價,Fee, price, cost
TOKEN:融入,Integrate, Merge, Incorporate
TOKEN:丟掉,Discard, throw away, delete
TOKEN:輸,Token, Output, Result
TOKEN:資深,Senior, Experienced, Skilled
TOKEN:文物,Artifact, relic, token
TOKEN:螢幕,Token,screen
TOKEN:濃度,Concentration, level, value
TOKEN:示範,Token, demonstration, sample
TOKEN:廣,Token, wide, vast
TOKEN:行列,Token, Row, Column
TOKEN:指數,Token, index, value
TOKEN:種田,Farm token, agricultural token, land token
TOKEN:月亮,Moon, lunar, satellite
TOKEN:本質,essence, nature, core
TOKEN:窮,Token, Poor, Sad
TOKEN:手指,finger, thumb, palm
TOKEN:青春,Youth, vigor, vitality
TOKEN:官方,Official token, official token, official token
TOKEN:份子,portion, serving, dose
TOKEN:理事長,Chairman, president, speaker
TOKEN:荷蘭,Netherlands, Dutch, Holland
TOKEN:中風,Stroke, brain attack, cerebrovascular incident
TOKEN:乾燥,Dry, token, crumb
TOKEN:福,Token, 福, 幸福
TOKEN:水質,Water quality, water, substance
TOKEN:排放,Issue token, release token, emit token
TOKEN:食用,Food token, edible token, voucher
TOKEN:蛋糕,Cake, cake, cakes
TOKEN:巴黎,Paris, France, City
TOKEN:無形,intangible, ephemeral, abstract
TOKEN:風災,Flood hazard, storm risk, disaster token
TOKEN:孔子,Confucius, sage, philosopher
TOKEN:據說,According to rumors, reportedly, allegedly
TOKEN:更為,Token, more, enhanced
TOKEN:書寫,Write, pen, compose
TOKEN:極端,Extreme, token, risk
TOKEN:沙漠,token, desert
TOKEN:推薦,Recommend, Suggest, Advocate
TOKEN:】,Token, access, key
TOKEN:意願,intention, desire, wish
TOKEN:歷程,History, record, process
TOKEN:朵,Flower, bloom, petal
TOKEN:不禁,Cannot, deny, or prohibit
TOKEN:選手,player, athlete, competitor
TOKEN:巴西,Token,Brazil
TOKEN:面,Token, face, face
TOKEN:價值觀,Values, beliefs, principles
TOKEN:龍飛,Token, Dragon flight
TOKEN:花園,Token: Garden, Garden token, Flower token
TOKEN:人格,Personality, token, identity
TOKEN:通訊,Token, communication
TOKEN:人家,Token, Person, You
TOKEN:陣,Token, array, data
TOKEN:粗,Token: Rough
TOKEN:靈魂,Soul, token, spirit
TOKEN:側,token, side
TOKEN:5,Token, 5
TOKEN:安慰,comfort, solace, reassurance
TOKEN:彈,Token,弾,弾
TOKEN:體制,System, token, regime
TOKEN:確認,Confirm, acknowledge, verify
TOKEN:贏,Win, victory, success
TOKEN:毫無,No token, None, Zero
TOKEN:住院,Hospital admission, admission, patient token
TOKEN:脫離,detach, disconnect, sever
TOKEN:螞蟻,Ant token, ant, ant token
TOKEN:四周,token, around, all sides
TOKEN:階級,Token, Tier, Level
TOKEN:子,Token,子,token
TOKEN:機械,Token, machine, device
TOKEN:窗戶,Token, window
TOKEN:內在,Inner, intrinsic, core
TOKEN:相對的,Token, access token, authorization token
TOKEN:空中,Token,in the air
TOKEN:融合,Merge, combine, integrate
TOKEN:失望,Disappointment, frustration, sadness
TOKEN:萬,Token,万, 萬個
TOKEN:氣象,Weather, forecast, climate
TOKEN:形態,Token, morphology
TOKEN:一些,Tokens, tokens, tokens
TOKEN:公布,announce, release, publish
TOKEN:模糊,Token, vague
TOKEN:生日,birthday, date of birth, birthdate
TOKEN:書法,Calligraphy, brushstroke, ink
TOKEN:燙,烫发,烫头发,烫染
TOKEN:廣泛,Broad, widespread, extensive
TOKEN:針,Needle, spike, point
TOKEN:山脈,Mountain, peak, summit
TOKEN:日前,Recently, today, now
TOKEN:名詞,Token, token, token
TOKEN:耳,Ear, token, listen
TOKEN:忙著,Busy, occupied, working
TOKEN:姿勢,Pose, Position, Gesture
TOKEN:身影,Silhouette, figure, form
TOKEN:灑,token, security token, access token
TOKEN:期望,Expect, Anticipate, Hope
TOKEN:好像,Token, like, a key
TOKEN:憑,Token, voucher, receipt
TOKEN:一一,Token, token, token
TOKEN:薪水,Salary, wage, payment
TOKEN:開玩笑,Just kidding, Let's joke, It's a joke
TOKEN:師姑,Secret token, key token, mistress token
TOKEN:用品,Supplies, items, goods
TOKEN:政權,Government, Regime, Authority
TOKEN:第五,Token, Fifth
TOKEN:伯伯,Uncle, sir, boss
TOKEN:離婚,Divorce, separation, split
TOKEN:書店,Bookstore, bookshop, reading shop
TOKEN:手段,means, method, tool
TOKEN:赴,Token, take, arrive
TOKEN:寶貝,Baby, darling, sweetheart
TOKEN:游泳,Swim, token, swimming
TOKEN:願望,Wish, desire, request
TOKEN:西班牙,Token, Spain, Translation
TOKEN:【,Token, access, key
TOKEN:聯絡,Contact, Reach out, Connect
TOKEN:調味料,Seasoning, spice, flavoring
TOKEN:現今,current,today,now
TOKEN:精緻,Refined, meticulous, delicate
TOKEN:露出,Reveal, expose, show
TOKEN:難免,inevitably, likely, prone
TOKEN:稻米,rice token, grain token
TOKEN:素,token, genuine, authentic
TOKEN:建造,Build, construct, create
TOKEN:阿里山,Alishan, Taiwan, scenic spot
TOKEN:歡喜,Happy, pleased, delighted
TOKEN:十六,Token: Sixteen
TOKEN:鬼,Token, ghost, spirit
TOKEN:端,Token, token, token
TOKEN:傷心,Sadness, heartache, grief
TOKEN:專長,Expertise, Skill, Proficiency
TOKEN:吐,Token,吐, 嘔吐
TOKEN:內涵,Depth, meaning, essence
TOKEN:伯源,Source token, token source, source token
TOKEN:免疫,Token,Immunity
TOKEN:市民,Citizen, resident, local
TOKEN:青菜,Green vegetables, leafy greens, vegetable leaves
TOKEN:象徵,Token,symbol,sign
TOKEN:創新,Innovation, breakthrough, advancement
TOKEN:堅強,Resilient, strong, persistent
TOKEN:高級,High-level, premium, key
TOKEN:刺激,Stimulate, activate, excite
TOKEN:地質,Geology, earth science, rock
TOKEN:分數,Token,score,points
TOKEN:蜜蜂,Honeybee, bee, buzzing
TOKEN:可見,Token, visible, observable
TOKEN:隊伍,Queue, line, roster
TOKEN:叫作,Named, designated, referred to
TOKEN:小型,Small token, small size, miniature
TOKEN:流動,Liquidity, flow, dynamic
TOKEN:固定,Token, fixed, as is
TOKEN:國語,Token, Chinese language
TOKEN:她,She, her, pronoun
TOKEN:插,Token, insert, plug
TOKEN:香,Token, scent, fragrance
TOKEN:開啟,Token: Opened
TOKEN:特地,Specifically, intentionally, explicitly
TOKEN:氧氣,Oxygen token, air token, gas token
TOKEN:寶,Token, treasure, gift
TOKEN:按,Token, press
TOKEN:牆壁,Token,Wall,Barrier
TOKEN:鋼琴,Piano token, keyboard token, musical token
TOKEN:資料庫,Token,database
TOKEN:左邊,Token: Left,

TOKEN:用,Token, use, please
TOKEN:和諧,Token, Harmony
TOKEN:理性,Reasonable, rational, logical
TOKEN:只不過,just, simply, merely
TOKEN:資格,Token, qualification, access
TOKEN:稍,Token, slightly
TOKEN:穿著,Wearing, attire, garment
TOKEN:書籍,Book, volume, text
TOKEN:十三,Token, thirteen
TOKEN:少女,少女, girl, maiden
TOKEN:防,Token, safeguard, protection
TOKEN:時空,Time, space, token
TOKEN:首都,Capital, city, seat
TOKEN:職場,Work token, workplace, access token
TOKEN:無奈,anguish, helplessness, frustration
TOKEN:風力,Wind, token, energy
TOKEN:救援,rescue, save, help
TOKEN:產,Token, produce, generate
TOKEN:幼稚園,Registration, enrollment, admission
TOKEN:劇場,Token, theater, performance
TOKEN:遙遠,distant, far, remote
TOKEN:親戚,Relatives, family members, kin
TOKEN:有心,Have a good intention,Be sincere,Aim high
TOKEN:芋頭,芋頭, Taro, Brain 

TOKEN:跟著,Follow, come with, go along
TOKEN:阿媽,Mom, mother, mum
TOKEN:右手,Right hand, right-hand
TOKEN:贊成,Approval, Yes, Affirmative
TOKEN:農地,Farmland, arable land, agricultural land
TOKEN:懷孕,Pregnancy, expectant mother, baby
TOKEN:回歸,Regression, Return, Convergence
TOKEN:蒸,Token, steam, vapor
TOKEN:不幸,Unfortunately, bad luck, sad
TOKEN:大氣,Atmosphere, air, environment
TOKEN:>,token, access, key
TOKEN:古蹟,Historical site, heritage, landmark
TOKEN:打造,Create, develop, build
TOKEN:傳遞,Token, transmit
TOKEN:酵素,Enzyme, enzyme, enzyme
TOKEN:邊緣,Edge token, border token, distributed token
TOKEN:隱藏,Token,hidden,secret
TOKEN:師生,Teacher-student, faculty-student, professor-student
TOKEN:徐瑄,Xu Xuan, Token
TOKEN:燈光,Light, illumination, radiance
TOKEN:邏輯,Token, logic
TOKEN:男子,Man, token, male
TOKEN:動機,Motivation, drive, incentive
TOKEN:緊,Token, tight, key
TOKEN:明星,Star, celebrity, idol
TOKEN:適用,Valid token, applicable token, suitable token
TOKEN:趁,Take advantage, seize the moment, grasp the opportunity
TOKEN:嚴肅,Serious, solemn, grave
TOKEN:驕傲,Pride, гордость,自豪
TOKEN:海嘯,Tsunami, wave, flood
TOKEN:愛護,Pet, care, love
TOKEN:維他命,Vitamin token, supplement token, health token
TOKEN:雲,Cloud, token, data
TOKEN:主婦,Housewife, homemaker, wife
TOKEN:偏遠,Remote, distant, isolated
TOKEN:體會到,Realize, experience, perceive
TOKEN:一同,together, at once, jointly
TOKEN:長達,Long, extended, or lengthy
TOKEN:善,Good token, trust, virtue
TOKEN:送到,Token delivered, received, or transmitted
TOKEN:架構,Architecture, design, blueprint
TOKEN:五百,500 error, Server error, HTTP 500
TOKEN:全身,Token: Full body
TOKEN:勢力,Group,force,faction
TOKEN:競爭力,Competitive strength, market position, benchmark
TOKEN:居家,Home, residence, dwelling
TOKEN:跟著,Follow, Token, Come
TOKEN:捨不得,Cannot bear, unwilling to let go, too reluctant
TOKEN:堂,Token, hall, room
TOKEN:帽子,hat, cap, topper
TOKEN:米,Token,米,米
TOKEN:漫畫,Comic, manga, graphic novel
TOKEN:南韓,KRW, South Korea, KOREA
TOKEN:營造,Create, Establish, Foster
TOKEN:價錢,Price, Token, Value
TOKEN:灌溉,Flood, irrigation, water supply
TOKEN:爆炸,Token,Explosion,Blast
TOKEN:三分之一,One-third, one-third, one-third
TOKEN:放進去,Put in, Insert, Add
TOKEN:面貌,Appearance, countenance, visage
TOKEN:末,Token, end, finish
TOKEN:臺北市,Taipei, Taiwan, City
TOKEN:用戶,User, token, access
TOKEN:音,Token, sound, voice
TOKEN:上網,Internet access, online token
TOKEN:乾旱,Drought, arid, dry
TOKEN:退,Withdraw, refund, cancel
TOKEN:典型,Token, Typical
TOKEN:醫療,Medical token, health token, healthcare token
TOKEN:樂團,Band token, music token, group token
TOKEN:騙,Token: Scam, fraud, deception
TOKEN:大門,Token: Door, Key, Gate
TOKEN:金額,Token, Amount
TOKEN:影響力,Influence, impact, power
TOKEN:6,Token, 6
TOKEN:保險,Token,Insurance
TOKEN:煮飯,Rice, meal, cooking
TOKEN:專注,Token, Focus
TOKEN:回饋,Feedback, response, confirmation
TOKEN:美學,Aesthetics, beauty, art
TOKEN:透明,Token,Transparent,Clear
TOKEN:儲存,Token, stored
TOKEN:舒適,Comfortable, cozy, relaxing
TOKEN:事務,Token, transaction, record
TOKEN:風味,flavor, aroma, taste
TOKEN:餐,Token,meal,food
TOKEN:物理,Token, physical
TOKEN:孩子們,Children, kids, youngsters
TOKEN:金,Token, gold, coin
TOKEN:兩百,Two hundred, dollars, USD
TOKEN:診斷,Diagnosis, scan, assessment
TOKEN:政黨,Party, Political party, Political organization
TOKEN:伊拉克,Iraq, Iraq, Iraq
TOKEN:同性戀,Gay, homosexual, LGBTQ+
TOKEN:賞,Reward, token, appreciation
TOKEN:也好,Token, 也能, 翻譯

TOKEN:沒有用,Token: Not working, Invalid token, Error token
TOKEN:佛陀,Buddha, Enlightenment, Dharma
TOKEN:圖案,Pattern, design, motif
TOKEN:脖子,Neck, throat, nape
TOKEN:位在,Token, located, at
TOKEN:吵,Stop it, Stop it, Shut up
TOKEN:不可思議,Unbelievable, amazing, fantastic
TOKEN:結論,Token, Conclusion
TOKEN:羨慕,envy, jealousy, admiration
TOKEN:沿,Token, along, with
TOKEN:秋天,Autumn, fall, harvest
TOKEN:捐贈,Donation, Gift, Contribution
TOKEN:金屬,Metal, Metal, Metal
TOKEN:市長,Mayor, city, official
TOKEN:副,Token, voucher, receipt
TOKEN:擠,Token, access, key
TOKEN:諸,Token, token, token
TOKEN:佳,Great, okay, fine
TOKEN:沙灘,Beach, sand, coast
TOKEN:使命,Mission, token, key
TOKEN:秩序,Order, Token, Authority
TOKEN:客氣,Polite, courteous, friendly
TOKEN:獲,obtain, get, acquire
TOKEN:台幣,New Taiwan Dollar, TWD, NTD
TOKEN:證實,Verified, confirmed, acknowledged
TOKEN:排除,Exclude token, remove token, skip token
TOKEN:了不起,Amazing, wonderful, impressive
TOKEN:大大,Big token, main token, key token
TOKEN:講究,Considerate, meticulous, thoughtful
TOKEN:茶道,Tea ceremony, tea ritual, Japanese tea practice
TOKEN:搬,Take, move, transport
TOKEN:節氣,Season, time, cycle
TOKEN:親身,Personal, identity, credentials
TOKEN:封面,Cover, lid, top
TOKEN:攝取,Capture, obtain, collect
TOKEN:生命力,Life force, vitality, energy
TOKEN:比起,Token, compared to
TOKEN:C,Token, C, Token
TOKEN:屏東,Pingtung, Taiwan
TOKEN:北朝鮮,North Korea, DPRK, Democratic People's Republic of Korea
TOKEN:鹽巴,Salt, token, salt
TOKEN:洪水,Flood, token, flood
TOKEN:外在,External, outward, surface
TOKEN:壞掉,Defective, broken, malfunctioning
TOKEN:海拔,altitude, height, elevation
TOKEN:種族,Race, Ethnicity, Origin
TOKEN:降,Token, down
TOKEN:美金,USD, 美元, US dollars
TOKEN:湯包,Soup dumplings, pork buns, steamed buns
TOKEN:姊,sister, sibling, female relative
TOKEN:農田,Farm land, agricultural land, arable land
TOKEN:軍隊,Military token, military token, military token
TOKEN:頭腦,Brain, thought, intellect
TOKEN:十一,Token, shí yī
TOKEN:伊朗,Iran, Iranian, Iranians
TOKEN:三百,300 tokens
TOKEN:夫婦,Couple, husband, wife
TOKEN:航空,Travel token, flight token, air token
TOKEN:帶回,Bring back, return, take back
TOKEN:房,Token, room, key
TOKEN:艘,ship, vessel, boat
TOKEN:首,Token, First
TOKEN:保守,Conservative, maintain, uphold
TOKEN:治,Token, cure, treatment
TOKEN:轉換,Token, Convert
TOKEN:北方,North, northern, northwards
TOKEN:緬甸,Myanmar,Burma,掸邦
TOKEN:斷,Token, Break, Error
TOKEN:南非,South Africa, South African, Tokens
TOKEN:右邊,Token, to the right
TOKEN:一百多,Over a hundred, tokens, value
TOKEN:東南亞,Southeast Asia, token
TOKEN:數十,dozens, multiple, several
TOKEN:嚇,Token: Scary, startled, alarmed
TOKEN:外國人,Foreigner, Alien, Non-citizen
TOKEN:景氣,Market token, economic indicator
TOKEN:管理,Token, Management
TOKEN:24,Token, 24
TOKEN:現有,Token,existing,current
TOKEN:敘述,Description, Narrative, Account
TOKEN:手語,Sign, language, token
TOKEN:感冒,cold token, common cold, flu token
TOKEN:原,Token, key, password
TOKEN:信念,Faith, belief, conviction
TOKEN:魚類,Fish tokens, aquatic tokens
TOKEN:煩惱,Worries, concerns, troubles
TOKEN:頻率,Frequency, token, rate
TOKEN:觀光,Tourism, sightseeing, travel
TOKEN:抵達,Arrival, reach, arrive
TOKEN:平台,Token, Platform
TOKEN:天生,born, natural, innate
TOKEN:查,Token, voucher, access
TOKEN:實力,Power, strength, efficacy
TOKEN:蔡,Token, Tsai, China
TOKEN:祂,He, it, him
TOKEN:安定,stability, serenity, peace
TOKEN:司機,Driver, chauffeur, transport
TOKEN:關節,Joint, token, key
TOKEN:眾多,Tokens, tokens, tokens
TOKEN:軍人,Military token, service token, defense token
TOKEN:被迫,Token: Forced, compelled, coerced
TOKEN:捕,Token, capture, trap
TOKEN:分泌,Secretion, hormone, release
TOKEN:糟糕,Invalid token, Please try again.
TOKEN:陸地,Land, territory, shore
TOKEN:傳來,Token, transmit, send
TOKEN:矛盾,Contradictory, conflicting, paradoxical
TOKEN:服裝,clothing, garments, apparel
TOKEN:那兒,over there, there, that place
TOKEN:遺址,Address, location, site
TOKEN:外觀,Appearance,Exterior,Facade
TOKEN:藍,Blue, token, color
TOKEN:客觀,Token: Objective, Neutral, Impartial
TOKEN:瞬間,instant, moment, instant
TOKEN:街道,Street, road, avenue
TOKEN:熱愛,love, cherish, adore
TOKEN:主播,Anchor, host, presenter
TOKEN:不得了,Amazing, incredible, fantastic
TOKEN:說出,Speak out, say it, express yourself
TOKEN:調,Token, Adjust, Fine-tune
TOKEN:初,Token, Initial, Start
TOKEN:提早,Early, ahead, in advance
TOKEN:著手,Get started, proceed, initiate
TOKEN:歌曲,Song, music, tune
TOKEN:辣椒,Chili, pepper, spice
TOKEN:野外,Wilderness, off-grid, remote
TOKEN:線條,Token, line, boundary
TOKEN:薄,Token, 薄, thin
TOKEN:十二月,December, twelve, month
TOKEN:海域,Seas area, seabed, marine area
TOKEN:上市,Issued, listed, available
TOKEN:娃娃,娃娃, doll, toy
TOKEN:班,Class,班,班级
TOKEN:連續,Token, continuous
TOKEN:現代化,Modernization, innovation, advancement
TOKEN:打掃,Clean, tidy, sweep
TOKEN:工程師,Engineer, developer, coder
TOKEN:大腸,Colon, Rectum, Butt
TOKEN:恐懼,Fear, anxiety, dread
TOKEN:熊貓,Panda, token, cute
TOKEN:佩服,I admire you, I respect you, I appreciate you
TOKEN:土耳其,Turkey, Turkish, Turk
TOKEN:農作物,Crop token, agricultural token, harvest token
TOKEN:主流,Token, Mainstream, Trend
TOKEN:杯子,cup,mug,vessel
TOKEN:雨量,Rainfall, precipitation, water volume
TOKEN:雜草,weed, grass, foliage
TOKEN:孝順,Obedient, filial, dutiful
TOKEN:餐,Meal token, food token, voucher
TOKEN:壞,Invalid,expired,broken
TOKEN:私人,Private token, private token, private token
TOKEN:隔壁,Neighbor, token, access
TOKEN:在乎,Care, concern, cherish
TOKEN:希臘,Token,Greece,Greek
TOKEN:修復,Repair, Fix, Restore
TOKEN:坪,Token, Square, Area
TOKEN:煎,Token,煎,蛋
TOKEN:事先,Token, in advance
TOKEN:綁,Token: bind, 綁定, connect
TOKEN:村子,Token, village, hamlet
TOKEN:邀請到,Invite, welcome, extend
TOKEN:不停,Persistent, ongoing, continuous
TOKEN:部位,Token,part,element
TOKEN:疑問,Token, question
TOKEN:清洗,Clean token, cleanse token, scrub token
TOKEN:拔,Token, disconnect, remove
TOKEN:古人,Ancient token, relic, artifact
TOKEN:老大,Boss, leader, chief
TOKEN:走上,Ascend, rise, progress
TOKEN:意味,Token, 標記, 鑰匙
TOKEN:合法,Valid, legitimate, lawful
TOKEN:援助,Token,aid,assistance
TOKEN:蘇聯,Soviet Union, USSR, Russia
TOKEN:情境,Context, situation, environment
TOKEN:場地,Venue, Location, Site
TOKEN:臺,Token, Taiwan, Taipei
TOKEN:車禍,Traffic accident, car crash, collision
TOKEN:車輛,Vehicle, automobile, car
TOKEN:加拿大,Canada, Canada, Canada
TOKEN:上下,Up, down, token
TOKEN:筷子,chopsticks, fork, spoon
TOKEN:歐美,Token, Europe, America
TOKEN:ＮＩＩ,Token, NII
TOKEN:建材,Building materials, construction materials, material token
TOKEN:族人,family member, kin, relative
TOKEN:極為,Highly, very, extremely
TOKEN:部隊,Token, unit
